;Provincia de ubicación;Clase de establecimiento;Tipo de establecimiento;Entidad;Sector del establecimento;Medicina interna Dotación Normal total;Medicina interna Disponibles;Cirugía Dotación Normal total;Cirugía Disponibles;Ginecología y Obstetricia Dotación Normal total;Ginecología y Obstetricia Disponibles;Pediatría Dotación Normal total;Pediatría Disponibles;Cardiología Dotación Normal total;Cardiología Disponibles;Neumología Dotación Normal total;Neumología Disponibles;Psiquiatría Dotación Normal total;Psiquiatría Disponibles;Traumatología Dotación Normal total;Traumatología Disponibles;Infectología Dotación Normal total;Infectología Disponibles;Urología Dotación Normal total;Urología Disponibles;Gastroenterología Dotación Normal total;Gastroenterología Disponibles;Otros Servicios (Especifique) Dotación Normal total;Otros Servicios (Especifique) Disponibles;Servicios Indiferenciados Dotación Normal total;Servicios Indiferenciados Disponibles;Total Dotación normal;Total Camas Disponibles;Camas de emergencia;Camas de cuidados intensivos adultos;Dias de estada;Días-cama disponibles;Total de egresos hospitalarios;Fallecidos en menos de 48 horas;Fallecidos en más de 48 horas;año
3249;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;133;133;133;0;0;26320;47673;6265;30;139;2016
3250;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;69;75;75;20;28;19551;27450;3526;40;116;2016
3251;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;5;5;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;35;35;4;1;4552;12810;1150;0;1;2016
3252;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;2;2;1;1;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;20;20;28;28;3;10;2760;10248;1029;0;2;2016
3253;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;14;14;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;27;27;5;8;4773;9882;1807;12;26;2016
3254;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;3;3;1;1;4;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;25;25;34;34;3;10;8656;12444;2357;4;75;2016
3255;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;647;3660;393;0;0;2016
3256;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;20;20;23;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;43;0;0;7357;15738;3101;2;0;2016
3257;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;39;62;48;0;0;2668;17568;1004;3;5;2016
3258;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;228;3660;118;1;1;2016
3259;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;1;1;5;5;0;0;6;6;1;1;7;7;0;0;4;4;3;3;1;1;1;1;0;0;0;0;29;29;3;5;5381;10614;581;13;60;2016
3260;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;25;25;0;8;7121;9150;1438;12;45;2016
3261;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;2;2;8;8;1;1;2;2;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;16;16;3;2;2322;5856;981;2;1;2016
3262;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;13;13;2;2;1;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;22;22;3;0;2087;8052;1026;2;1;2016
3263;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;11;11;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;1809;4392;794;2;2;2016
3264;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;31;31;2;2;3693;11346;2606;0;0;2016
3265;PICHINCHA;Hospital general;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;63;66;63;0;17;18457;23127;4192;11;96;2016
3266;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;3;3;9;9;0;17;4811;3294;296;16;107;2016
3267;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;25;20;0;0;0;0;0;0;0;0;85;70;0;0;110;90;0;0;23677;32880;338;5;79;2016
3268;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;15;15;1;0;489;5490;311;1;1;2016
3269;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;19;19;0;5;2995;6954;791;9;10;2016
3270;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;42;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;42;9;5;12651;15372;5064;16;24;2016
3271;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;31;31;31;0;0;4580;8494;533;1;8;2016
3272;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;15;15;0;0;930;5490;488;1;0;2016
3273;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;20;45;41;0;0;12982;15158;1954;20;62;2016
3274;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;10;10;0;0;1579;3660;889;0;0;2016
3275;PICHINCHA;Hospital general;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;28;28;0;0;3368;10248;1068;4;6;2016
3276;PICHINCHA;Hospital general;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;16;16;20;20;8;8;27;27;5;5;5;5;2;2;8;8;2;2;5;5;0;0;16;16;0;0;119;119;0;0;16854;43554;3847;16;48;2016
3277;PICHINCHA;Hospital general;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;8;6;2;2;2;2;14;6;4;2;1;1;0;0;23;12;13;4;5;3;1;1;9;6;6;5;89;52;11;12;6691;18257;1970;8;18;2016
3278;PICHINCHA;Hospital general;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;122;140;132;0;0;32395;48174;11124;17;55;2016
3279;PICHINCHA;Hospital general;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;75;75;75;18;10;18095;27450;5857;13;42;2016
3280;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;199;199;0;0;0;0;0;0;0;0;48;48;0;0;247;247;0;0;125095;90402;611;6;81;2016
3281;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;70;70;70;0;0;7436;25620;3444;3;7;2016
3282;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;48;48;6;6;15;15;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;75;0;6;16409;27450;5799;8;10;2016
3283;PICHINCHA;Oncológico;Crónico;Sociedad de Lucha Contra el Cáncer ;Privado sin Fines de Lucro;0;0;50;50;0;0;46;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;68;0;0;164;164;0;0;31151;60024;6586;21;101;2016
3284;AZUAY;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;0;0;4;2184;4;0;0;2016
3285;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;5;5;0;0;0;0;0;0;0;0;0;0;36;36;0;0;0;0;0;0;0;0;0;0;41;41;3;0;192;14924;68;0;0;2016
3286;AZUAY;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;6;6;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;12;12;0;0;1;4392;1;1;0;2016
3287;AZUAY;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;11;0;0;100;4026;53;0;0;2016
3288;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;14;14;0;0;1254;5124;780;0;1;2016
3289;STO DOMINGO DE LOS TSACHILAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados sin fines de lucro;Privado sin Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;14;14;0;0;335;5124;206;0;0;2016
3290;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;12;12;0;0;257;4392;171;0;0;2016
3291;STO DOMINGO DE LOS TSACHILAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;11;11;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;236;5856;154;0;0;2016
3292;STO DOMINGO DE LOS TSACHILAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;35;35;0;0;3647;12810;1743;10;6;2016
3293;CAÑAR;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;11;11;2;0;890;4026;527;0;1;2016
3294;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;157;2928;60;0;0;2016
3295;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados sin fines de lucro;Privado sin Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;135;2134;60;0;0;2016
3296;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;18;18;2;0;2128;5195;1210;5;1;2016
3297;LOS RIOS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;10;10;2;0;106;3660;55;0;0;2016
3298;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;0;0;830;4392;466;0;0;2016
3299;STO DOMINGO DE LOS TSACHILAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;3;3;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;31;31;4;3;2537;11346;780;3;1;2016
3300;SUCUMBIOS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;72;72;72;13;0;10090;26352;3121;12;34;2016
3301;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;13;13;4;0;790;4758;447;0;0;2016
3302;AZUAY;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;8;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;825;3660;401;2;2;2016
3303;AZUAY;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;5;5;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;2359;3660;1571;2;3;2016
3304;GUAYAS;Gineco-Obstétrica;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;21;732;16;0;0;2016
3305;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;19;19;3;3;4853;6954;2913;9;15;2016
3306;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;29;1464;20;0;0;2016
3307;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;28;2554;12;0;0;2016
3308;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;4;0;0;131;1371;96;3;0;2016
3309;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;6;0;0;28;2171;25;0;0;2016
3310;LOS RIOS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;14;0;0;50;5124;39;0;0;2016
3311;LOS RIOS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;63;3660;48;0;0;2016
3312;MANABI;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;1032;2196;964;0;0;2016
3313;STO DOMINGO DE LOS TSACHILAS;Gineco-Obstétrica;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;5;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;49;1597;39;0;0;2016
3314;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;6;732;4;0;0;2016
3315;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;14;1;0;3061;4753;1774;2;1;2016
3316;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;1;0;91;1464;42;0;0;2016
3317;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados sin fines de lucro;Privado sin Fines de Lucro;0;0;0;0;22;22;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;29;29;0;0;3450;10614;2072;0;0;2016
3318;STO DOMINGO DE LOS TSACHILAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;6;4;1;0;26;1402;24;0;0;2016
3319;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;52;366;34;0;0;2016
3320;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;1143;4392;1113;0;0;2016
3321;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;8;8;2;1;148;4026;97;0;0;2016
3322;LOS RIOS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;7;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;21;21;3;0;1236;7686;722;1;0;2016
3323;LOS RIOS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;81;1830;47;0;0;2016
3324;STO DOMINGO DE LOS TSACHILAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;107;3660;105;0;0;2016
3325;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;24;24;0;0;5804;8784;2887;2;0;2016
3326;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;8;8;1;0;70;2928;52;2;1;2016
3327;CAÑAR;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;12;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;14;14;0;0;2201;5124;1484;2;1;2016
3328;AZUAY;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;157;2928;157;0;0;2016
3329;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;5;0;430;2562;392;0;0;2016
3330;LOS RIOS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;23;23;2;0;834;8418;453;2;0;2016
3331;LOS RIOS;Gineco-Obstétrica;Agudo;Privados con fines de lucro;Privado con Fines de Lucro;4;4;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;0;171;3660;107;0;0;2016
3332;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;2;2;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;341;3660;230;0;0;2016
3333;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados sin fines de lucro;Privado sin Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;51;51;51;0;0;11370;18666;82;6;69;2016
3334;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;179;2928;123;0;0;2016
3335;ESMERALDAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9;9;2;0;187;3294;166;1;0;2016
3336;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;1;1;1;1;5;5;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;10;10;0;0;187;3660;116;0;0;2016
3337;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0;0;336;1830;209;1;0;2016
3338;LOJA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;164;2196;51;1;0;2016
3339;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;23;2928;20;0;0;2016
3340;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;1;0;283;3660;103;0;0;2016
3341;EL ORO;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;4;4;4;4;2;2;2;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;14;14;0;0;385;4915;197;0;0;2016
3342;GUAYAS;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;6;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;14;14;0;0;286;5124;261;0;0;2016
3343;PICHINCHA;Hospital general;Agudo;Ministerio de Salud Pública;Público;42;39;53;29;34;29;43;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;137;0;0;38173;50005;7488;35;123;2016
3344;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;963;3660;722;2;0;2016
3345;PICHINCHA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;18;19;18;4;2;1255;6679;469;5;4;2016
3346;IMBABURA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;4;0;0;2016
3347;IMBABURA;Clínica general (sin especialidad);Clínicas generales sin especialidad;Privados con fines de lucro;Privado con Fines de Lucro;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;8;8;0;0;63;2928;63;0;0;2016
